ScheduleName,ClientId,CreatedUtc,CreatedBy
3-Hour Express*11:00:00-13:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*11:00:00-14:00:00,32999,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*12:00:00-14:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*12:00:00-15:00:00,32999,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*13:00:00-15:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*13:00:00-16:00:00,32999,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*14:00:00-16:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*14:00:00-17:00:00,32999,2026-09-08T02:00:00Z,steve@urgent.co.nz
3-Hour Express*15:00:00-17:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
3hr. 11am run Auckland > Tauranga,16867,2026-09-08T02:00:00Z,steve@urgent.co.nz
5- Hour Express*09:00:00-13:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
5- Hour Express*10:00:00-14:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
5- Hour Express*11:00:00-15:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
5- Hour Express*12:00:00-16:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
5- Hour Express*13:00:00-17:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
5- Hour Express*14:00:00-18:00:00,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
ACRON - AKL Afternoon Delivery,36735,2026-09-08T02:00:00Z,steve@urgent.co.nz
ACRON - Hamilton Carton Delivery (Overnight),36735,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed CHCH > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed Gisborne > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed Masterton > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed Napier > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed PN > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed Wellington > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Acumed Whanganui > Akl Returns,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
Advance Marketing All Day Frozen,34431,2026-09-08T02:00:00Z,steve@urgent.co.nz
Affco Horotiu Weekend,9673,2026-09-08T02:00:00Z,steve@urgent.co.nz
Affco Rangiuru Te Puke Weekend,9673,2026-09-08T02:00:00Z,steve@urgent.co.nz
AFFRA BOP Outer > Auckland Express Run 11-1,35119,2026-09-08T02:00:00Z,steve@urgent.co.nz
AFFRA BOP Outer > Auckland Express Run 4-6,35119,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Chilled,36473,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Cool - AKL,33573,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Cool - HAMZ,33573,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Delivery (Between 12pm-5pm),33242,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Economy Run (Sat-Sun),9673,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Express Service,216,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Home (ex TGA),33745,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Home Auckland,33953,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Home Last Minute,32982,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Home*12:00:00-17:00:00,32530,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Home*12:00:00-17:00:00 #2,32454,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Home*12:00:00-17:00:00x,32530,2026-09-08T02:00:00Z,steve@urgent.co.nz
Afternoon Special,16604,2026-09-08T02:00:00Z,steve@urgent.co.nz
AH PLS,33088,2026-09-08T02:00:00Z,steve@urgent.co.nz
AH QANAB,12764,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical #2,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical #3,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical #4,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical #5,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical #6,35773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical 1,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 10am Medical Book by 5pm | Arrives,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #2,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #3,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #4,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #5,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #6,36266,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #7,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical #8,35773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > CHCH Pre 8am Medical Book by 4pm | Arrives,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > DUD Pre 10am Book by 5pm | Arrives,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #3,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #4,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #5,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #6,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 10am #7,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #3,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #4,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #5,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #6,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #7,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Gisborne pre 8am #8,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run #2,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10:00am Collection,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10:00am Cutoff,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10am Collection,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10am Collection #2,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10am Cutoff,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10am Cutoff,36672,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 10am Cutoff #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 930am Collection,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 930am Collection #2,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 930am Cutoff,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 9:30am Collection,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 9:30am Collection #2,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 9:30am Cutoff,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 9:30am Cutoff,36672,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run 9:30am Cutoff #2,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:00:00-17:00:00,17122,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00,33103,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00,504,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00,13822,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00 #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00 #2,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00 #3,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Afternoon Medical Run*12:30:00-17:00:00 #3,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run,17122,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #2,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #2,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #2,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #3,33103,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #3,504,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #3,13822,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #4,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #4,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #5,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #6,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #7,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #8,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #9,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run #10,36672,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > HLZ Pre 8am Medical Run TEST,36266,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton #2,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton #2,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton #3,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Masterton #4,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am #3,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am #4,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am #5,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 10am #6,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am #3,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am #4,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am #5,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Napier pre 8am #6,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth,3553,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am #2,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am #3,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am #4,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > New Plymouth pre 10am #5,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #2,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #2,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #2,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #3,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #3,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #4,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #5,35755,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 10am #6,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,18185,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,14578,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,169,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,32946,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,9477,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,18188,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,36739,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am,14582,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am #2,14763,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am #2,16513,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am #3,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am #4,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am #5,3191,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Palmerston North pre 8am #6,13773,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Pukekohe Overnight Medical Run,14927,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Pukekohe Overnight Medical Run,13713,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Pukekohe Overnight Medical Run,16947,2026-09-08T02:00:00Z,steve@urgent.co.nz
AKL > Pukekohe Overnight Medical Run,36820,2026-09-08T02:00:00Z,steve@urgent.co.nz
